age,sex,webhltbeh,wwwhr,happy,health,life
43.0,female,,40.0,very happy,good,
,,,,very happy,fair,exciting
41.0,female,,10.0,very happy,good,
,female,,,pretty happy,good,routine
75.0,male,,8.0,not too happy,good,routine
67.0,male,,,not too happy,good,routine
48.0,male,,3.0,pretty happy,excellent,
89.0,male,,,pretty happy,good,routine
54.0,male,,,not too happy,good,routine
36.0,female,,,pretty happy,fair,exciting
59.0,female,,,not too happy,good,routine
29.0,male,,,pretty happy,good,
39.0,female,,,not too happy,fair,routine
77.0,male,,7.0,pretty happy,excellent,
54.0,female,,,pretty happy,fair,routine
26.0,female,,30.0,pretty happy,good,routine
66.0,male,,15.0,not too happy,good,routine
45.0,female,,60.0,pretty happy,good,
62.0,male,,10.0,pretty happy,good,exciting
53.0,male,,3.0,pretty happy,fair,
,male,,3.0,pretty happy,good,exciting
59.0,female,,,very happy,good,routine
29.0,female,,6.0,pretty happy,good,
38.0,male,,5.0,very happy,good,routine
60.0,female,,,pretty happy,good,
59.0,female,,,pretty happy,fair,routine
29.0,male,,5.0,not too happy,fair,routine
89.0,male,,,not too happy,good,dull
64.0,female,,,pretty happy,poor,routine
69.0,male,,0.0,very happy,good,
66.0,female,,,pretty happy,fair,routine
66.0,male,,,not too happy,excellent,exciting
39.0,female,,,not too happy,good,exciting
62.0,female,,,very happy,excellent,exciting
50.0,female,,10.0,pretty happy,fair,routine
70.0,female,,,not too happy,good,exciting
83.0,male,,2.0,pretty happy,fair,routine
60.0,male,,40.0,pretty happy,good,exciting
32.0,female,,,very happy,good,routine
,,,,pretty happy,good,routine
61.0,female,,7.0,not too happy,poor,routine
26.0,male,,10.0,pretty happy,good,
46.0,female,,,not too happy,good,routine
57.0,female,,40.0,pretty happy,fair,
43.0,female,,,pretty happy,good,routine
61.0,female,,10.0,very happy,excellent,
57.0,female,,8.0,pretty happy,excellent,exciting
58.0,female,,,not too happy,good,
40.0,male,,,not too happy,excellent,routine
30.0,female,,20.0,pretty happy,good,routine
,male,,,not too happy,excellent,routine
53.0,female,,15.0,pretty happy,good,
65.0,male,,,very happy,excellent,routine
50.0,male,,,pretty happy,good,routine
84.0,male,,14.0,pretty happy,excellent,routine
49.0,male,,14.0,pretty happy,good,routine
75.0,female,,,not too happy,good,exciting
73.0,female,,,pretty happy,excellent,routine
30.0,female,,,not too happy,poor,routine
89.0,female,,,pretty happy,fair,
,male,,,pretty happy,fair,routine
50.0,female,,40.0,very happy,good,routine
39.0,male,,5.0,pretty happy,good,
56.0,female,,21.0,pretty happy,good,
67.0,female,,1.0,pretty happy,good,exciting
76.0,male,,,not too happy,excellent,
60.0,female,,,very happy,good,exciting
48.0,male,,30.0,pretty happy,good,
64.0,male,,9.0,pretty happy,good,routine
40.0,male,,50.0,pretty happy,fair,
51.0,female,,29.0,pretty happy,good,exciting
31.0,male,,10.0,very happy,good,
,female,,60.0,not too happy,good,
79.0,male,,0.0,pretty happy,good,routine
79.0,female,,1.0,pretty happy,good,
24.0,male,,,pretty happy,excellent,exciting
61.0,female,,10.0,pretty happy,excellent,
33.0,female,,,pretty happy,good,dull
86.0,male,,,pretty happy,good,routine
46.0,male,,1.0,very happy,good,routine
32.0,male,,14.0,not too happy,good,dull
59.0,female,,,very happy,excellent,exciting
41.0,female,,,pretty happy,good,routine
82.0,male,,,very happy,excellent,exciting
45.0,male,,1.0,pretty happy,good,
,female,,,very happy,good,exciting
73.0,female,,,very happy,good,exciting
74.0,female,,40.0,pretty happy,excellent,routine
29.0,female,,,pretty happy,good,routine
66.0,female,,6.0,pretty happy,good,
42.0,female,,3.0,not too happy,fair,
81.0,male,,,pretty happy,good,routine
73.0,male,,20.0,pretty happy,good,
40.0,male,,14.0,not too happy,fair,
87.0,female,,,not too happy,fair,dull
60.0,male,,,pretty happy,good,routine
47.0,male,,4.0,pretty happy,good,
77.0,male,,2.0,pretty happy,excellent,
72.0,male,,,very happy,good,routine
68.0,male,,8.0,very happy,good,routine
72.0,female,,8.0,pretty happy,good,
21.0,female,,,very happy,excellent,exciting
68.0,female,,4.0,very happy,good,exciting
29.0,female,,,very happy,good,routine
52.0,female,,20.0,pretty happy,excellent,routine
74.0,female,,30.0,pretty happy,good,exciting
41.0,female,,5.0,pretty happy,good,
61.0,male,,3.0,not too happy,good,
63.0,male,,,not too happy,excellent,routine
42.0,male,,,pretty happy,excellent,routine
62.0,female,,,not too happy,good,routine
26.0,male,,,very happy,excellent,exciting
56.0,male,,0.0,pretty happy,good,routine
31.0,female,,14.0,pretty happy,good,
33.0,male,,,pretty happy,poor,dull
75.0,female,,10.0,not too happy,fair,routine
74.0,female,,1.0,pretty happy,good,
27.0,female,,,not too happy,excellent,routine
88.0,male,,1.0,very happy,excellent,exciting
44.0,female,,5.0,pretty happy,good,
71.0,female,,10.0,pretty happy,good,
71.0,female,,7.0,very happy,fair,routine
62.0,female,,,pretty happy,good,routine
50.0,male,,15.0,pretty happy,fair,
31.0,female,,1.0,pretty happy,good,exciting
56.0,female,,,not too happy,fair,routine
57.0,male,,,very happy,excellent,exciting
,female,,20.0,not too happy,good,routine
79.0,male,,0.0,pretty happy,,routine
42.0,male,,30.0,pretty happy,good,
,female,,,pretty happy,good,routine
68.0,female,,35.0,not too happy,good,
59.0,female,,,pretty happy,excellent,exciting
62.0,female,,10.0,pretty happy,good,routine
67.0,male,,1.0,pretty happy,fair,
74.0,female,,1.0,pretty happy,fair,routine
21.0,male,,21.0,not too happy,fair,routine
56.0,female,,30.0,pretty happy,good,exciting
79.0,female,,3.0,pretty happy,good,exciting
42.0,female,,15.0,pretty happy,excellent,exciting
,,,,pretty happy,good,routine
88.0,female,,0.0,pretty happy,good,routine
79.0,female,,1.0,not too happy,fair,
46.0,male,,2.0,pretty happy,good,
86.0,female,,2.0,not too happy,good,routine
77.0,male,,,not too happy,good,exciting
57.0,female,,3.0,pretty happy,fair,
69.0,female,,,pretty happy,good,routine
58.0,female,,20.0,pretty happy,good,
33.0,male,,5.0,pretty happy,fair,
37.0,female,,40.0,pretty happy,excellent,exciting
63.0,female,,,pretty happy,fair,routine
65.0,female,,10.0,pretty happy,excellent,exciting
47.0,female,,10.0,not too happy,fair,dull
53.0,male,,8.0,pretty happy,fair,routine
77.0,male,,,very happy,good,exciting
84.0,female,,5.0,pretty happy,fair,
61.0,female,,5.0,pretty happy,excellent,
52.0,male,,6.0,very happy,good,
78.0,female,,5.0,very happy,excellent,routine
55.0,female,,10.0,pretty happy,excellent,exciting
70.0,male,,,pretty happy,good,exciting
66.0,female,,,pretty happy,good,routine
49.0,female,,20.0,pretty happy,excellent,
47.0,male,,7.0,not too happy,good,routine
,female,,,pretty happy,excellent,routine
41.0,female,,15.0,very happy,excellent,routine
64.0,male,,2.0,not too happy,fair,exciting
34.0,male,,4.0,not too happy,fair,
49.0,male,,3.0,pretty happy,good,
89.0,female,,10.0,not too happy,fair,routine
36.0,female,,1.0,pretty happy,excellent,exciting
52.0,male,,2.0,pretty happy,good,routine
89.0,female,,,pretty happy,fair,
40.0,female,,50.0,not too happy,good,routine
48.0,female,,40.0,not too happy,fair,routine
58.0,female,,,pretty happy,excellent,exciting
79.0,male,,2.0,pretty happy,excellent,
46.0,male,,30.0,pretty happy,good,exciting
54.0,female,,1.0,pretty happy,good,
60.0,male,,,very happy,fair,exciting
22.0,male,,,not too happy,good,routine
70.0,male,,2.0,pretty happy,fair,
25.0,male,,21.0,pretty happy,excellent,
89.0,female,,1.0,very happy,excellent,
72.0,female,,,pretty happy,good,
60.0,female,,,pretty happy,good,routine
38.0,male,,,very happy,good,routine
77.0,female,,20.0,very happy,excellent,exciting
64.0,male,,,pretty happy,good,routine
74.0,female,,1.0,pretty happy,good,
66.0,male,,4.0,not too happy,good,
75.0,male,,,not too happy,good,routine
61.0,female,,35.0,very happy,excellent,routine
68.0,female,,5.0,pretty happy,good,routine
35.0,female,,,pretty happy,fair,routine
67.0,male,,7.0,very happy,good,exciting
65.0,male,,2.0,not too happy,good,
67.0,female,,8.0,not too happy,fair,routine
72.0,female,,,pretty happy,fair,routine
56.0,male,,15.0,pretty happy,excellent,exciting
56.0,male,,,not too happy,fair,routine
28.0,male,,60.0,pretty happy,fair,
25.0,female,,,pretty happy,fair,exciting
55.0,male,,20.0,pretty happy,good,
24.0,female,,10.0,pretty happy,good,routine
21.0,male,,30.0,not too happy,good,routine
78.0,male,,,pretty happy,good,routine
37.0,female,,10.0,pretty happy,excellent,routine
60.0,male,,70.0,not too happy,poor,
32.0,male,,25.0,not too happy,fair,routine
28.0,female,,,pretty happy,good,routine
63.0,female,,,very happy,excellent,exciting
23.0,male,,10.0,not too happy,fair,
60.0,female,,,pretty happy,good,routine
73.0,female,,14.0,pretty happy,fair,
27.0,male,,,pretty happy,good,exciting
40.0,female,,10.0,very happy,excellent,exciting
66.0,female,,,very happy,good,exciting
85.0,male,,,not too happy,fair,routine
59.0,female,,7.0,pretty happy,good,routine
78.0,female,,3.0,not too happy,good,routine
34.0,male,,,pretty happy,good,routine
35.0,male,,,not too happy,fair,
60.0,male,,5.0,pretty happy,good,exciting
,female,,,pretty happy,good,routine
40.0,female,,20.0,pretty happy,fair,
27.0,male,,,pretty happy,fair,routine
54.0,female,,60.0,pretty happy,excellent,routine
59.0,female,,10.0,pretty happy,good,routine
50.0,male,,50.0,pretty happy,fair,
36.0,female,,,not too happy,fair,routine
60.0,female,,0.0,not too happy,good,
70.0,female,,12.0,pretty happy,fair,routine
59.0,female,,3.0,not too happy,good,
29.0,female,,12.0,very happy,excellent,exciting
72.0,male,,,very happy,excellent,exciting
65.0,female,,5.0,pretty happy,good,routine
45.0,male,,,pretty happy,fair,exciting
64.0,male,,84.0,pretty happy,good,
26.0,male,,40.0,not too happy,good,
32.0,male,,,not too happy,fair,routine
35.0,male,,30.0,very happy,excellent,
30.0,female,,,pretty happy,good,routine
70.0,female,,5.0,very happy,good,
,female,,5.0,not too happy,good,exciting
46.0,male,,,very happy,excellent,routine
33.0,male,,40.0,very happy,good,exciting
74.0,male,,,pretty happy,good,exciting
63.0,male,,,pretty happy,excellent,routine
33.0,male,,14.0,pretty happy,excellent,
36.0,female,,20.0,not too happy,good,
59.0,male,,10.0,not too happy,good,
77.0,male,,,not too happy,good,exciting
31.0,female,,,not too happy,fair,dull
47.0,female,,7.0,pretty happy,good,
62.0,male,,18.0,pretty happy,excellent,
,,,,pretty happy,good,routine
42.0,female,,,very happy,excellent,routine
22.0,male,,1.0,pretty happy,poor,exciting
79.0,male,,,very happy,good,routine
73.0,male,,5.0,very happy,good,routine
30.0,male,,8.0,pretty happy,good,
56.0,female,,2.0,very happy,good,exciting
52.0,female,,1.0,very happy,excellent,exciting
33.0,male,,10.0,not too happy,fair,routine
53.0,male,,,not too happy,excellent,routine
,,,,pretty happy,fair,
35.0,male,,,not too happy,excellent,routine
51.0,male,,,pretty happy,excellent,routine
32.0,female,,,not too happy,excellent,routine
,male,,4.0,very happy,excellent,exciting
,male,,,pretty happy,good,routine
,female,,1.0,pretty happy,fair,
64.0,female,,5.0,pretty happy,good,
,female,,,not too happy,excellent,routine
35.0,male,,,pretty happy,good,exciting
75.0,female,,2.0,not too happy,good,
60.0,female,,2.0,not too happy,good,routine
75.0,female,,,pretty happy,good,exciting
40.0,female,,5.0,not too happy,excellent,routine
74.0,male,,6.0,very happy,good,
47.0,female,,6.0,not too happy,poor,
56.0,female,,,not too happy,good,routine
25.0,female,,25.0,not too happy,poor,dull
37.0,male,,8.0,pretty happy,fair,routine
42.0,female,,10.0,pretty happy,good,routine
42.0,male,,,pretty happy,fair,routine
26.0,male,,65.0,not too happy,excellent,routine
63.0,female,,30.0,not too happy,fair,
68.0,female,,8.0,pretty happy,good,
,,,,pretty happy,good,routine
80.0,female,,,pretty happy,fair,routine
61.0,male,,10.0,not too happy,fair,routine
25.0,female,,9.0,pretty happy,good,
58.0,male,,,not too happy,fair,routine
24.0,male,,0.0,not too happy,poor,
55.0,male,,0.0,not too happy,good,dull
35.0,female,,5.0,pretty happy,good,routine
34.0,female,,7.0,pretty happy,excellent,
68.0,female,,,very happy,poor,
48.0,female,,2.0,pretty happy,good,exciting
35.0,male,,,pretty happy,good,routine
54.0,male,,30.0,very happy,poor,
38.0,male,,4.0,not too happy,good,
43.0,female,,3.0,pretty happy,good,routine
,male,,24.0,not too happy,good,
60.0,male,,6.0,not too happy,good,routine
59.0,female,,12.0,pretty happy,good,exciting
49.0,male,,2.0,not too happy,good,
,,,,pretty happy,,
34.0,male,,,very happy,excellent,exciting
25.0,male,,,not too happy,excellent,dull
60.0,female,,,pretty happy,good,routine
31.0,female,,60.0,pretty happy,excellent,
81.0,female,,4.0,not too happy,fair,routine
54.0,female,,,pretty happy,fair,routine
62.0,female,,,pretty happy,poor,routine
54.0,female,,8.0,pretty happy,fair,
69.0,female,,,very happy,good,routine
38.0,female,,5.0,pretty happy,good,routine
39.0,female,,4.0,pretty happy,good,routine
51.0,female,,12.0,not too happy,good,routine
63.0,female,,3.0,pretty happy,good,routine
50.0,male,,10.0,pretty happy,good,exciting
68.0,male,,20.0,very happy,good,exciting
60.0,female,,,pretty happy,good,routine
32.0,male,,7.0,very happy,excellent,exciting
32.0,female,,10.0,pretty happy,good,routine
67.0,male,,10.0,pretty happy,good,
67.0,male,,8.0,pretty happy,fair,routine
21.0,male,,,pretty happy,excellent,routine
67.0,female,,25.0,pretty happy,fair,routine
25.0,female,,60.0,pretty happy,good,
66.0,female,,20.0,pretty happy,good,
43.0,female,,5.0,not too happy,good,
42.0,female,,10.0,pretty happy,excellent,
59.0,female,,4.0,pretty happy,fair,
54.0,female,,1.0,pretty happy,poor,
42.0,male,,,not too happy,good,routine
33.0,female,,2.0,pretty happy,fair,
40.0,male,,,not too happy,good,routine
34.0,female,,10.0,not too happy,good,
58.0,female,,23.0,pretty happy,poor,dull
40.0,female,,,very happy,good,exciting
28.0,female,,15.0,very happy,excellent,exciting
58.0,male,,4.0,pretty happy,good,exciting
26.0,male,,10.0,pretty happy,excellent,
,female,,,pretty happy,good,
22.0,female,,24.0,not too happy,poor,dull
57.0,female,,30.0,very happy,good,
51.0,male,,5.0,pretty happy,good,exciting
33.0,male,,,pretty happy,excellent,
42.0,female,,10.0,not too happy,fair,routine
76.0,male,,,pretty happy,good,routine
65.0,female,,5.0,pretty happy,good,routine
58.0,male,,10.0,pretty happy,good,
64.0,male,,,very happy,fair,exciting
35.0,female,,2.0,pretty happy,good,dull
41.0,male,,80.0,not too happy,fair,routine
72.0,female,,,very happy,excellent,routine
65.0,female,,,very happy,fair,exciting
68.0,female,,,not too happy,poor,exciting
34.0,female,,14.0,pretty happy,excellent,exciting
,,,,very happy,good,exciting
77.0,female,,0.0,pretty happy,fair,
79.0,male,,10.0,pretty happy,good,
20.0,male,,,pretty happy,excellent,exciting
66.0,male,,1.0,pretty happy,good,
57.0,male,,5.0,pretty happy,fair,exciting
29.0,female,,,pretty happy,excellent,routine
27.0,female,,3.0,not too happy,good,
38.0,female,,2.0,pretty happy,fair,
47.0,female,,4.0,very happy,fair,
,,,,pretty happy,,
36.0,female,,6.0,pretty happy,fair,
30.0,male,,2.0,very happy,good,
57.0,male,,,pretty happy,excellent,exciting
53.0,female,,20.0,pretty happy,good,
51.0,female,,6.0,pretty happy,good,
56.0,female,,30.0,very happy,fair,
58.0,female,,1.0,very happy,excellent,
,female,,,pretty happy,good,routine
32.0,female,,,pretty happy,fair,
63.0,male,,6.0,very happy,good,exciting
59.0,male,,3.0,pretty happy,good,exciting
51.0,male,,40.0,very happy,excellent,exciting
57.0,female,,40.0,pretty happy,excellent,
59.0,male,,15.0,pretty happy,poor,
38.0,female,,20.0,not too happy,fair,routine
76.0,male,,7.0,pretty happy,good,
41.0,male,,0.0,pretty happy,good,
36.0,female,,4.0,pretty happy,good,routine
60.0,male,,1.0,pretty happy,fair,exciting
40.0,female,,,pretty happy,fair,routine
31.0,female,,10.0,pretty happy,fair,routine
,female,,2.0,not too happy,good,
29.0,female,,2.0,pretty happy,good,
33.0,female,,40.0,pretty happy,poor,routine
55.0,female,,,pretty happy,good,routine
39.0,female,,3.0,pretty happy,good,routine
45.0,male,,,pretty happy,good,routine
54.0,male,,4.0,pretty happy,poor,
70.0,male,,1.0,pretty happy,good,
28.0,female,,25.0,not too happy,poor,exciting
,female,,30.0,very happy,excellent,
57.0,female,,,very happy,fair,
51.0,male,,7.0,pretty happy,good,routine
73.0,female,,4.0,pretty happy,excellent,
52.0,female,,,not too happy,excellent,routine
74.0,female,,,pretty happy,good,routine
29.0,female,,,pretty happy,good,routine
56.0,female,,10.0,pretty happy,good,
55.0,female,,40.0,pretty happy,good,routine
63.0,male,,3.0,very happy,good,
68.0,male,,,very happy,excellent,exciting
37.0,male,,,pretty happy,excellent,exciting
45.0,female,,40.0,very happy,excellent,
37.0,female,,,very happy,fair,exciting
77.0,female,,,pretty happy,good,exciting
,female,,24.0,pretty happy,good,
69.0,male,,,pretty happy,excellent,routine
36.0,female,,5.0,pretty happy,good,routine
34.0,female,,2.0,pretty happy,fair,
,male,,,not too happy,fair,
26.0,female,,3.0,pretty happy,good,exciting
82.0,male,,6.0,very happy,excellent,
33.0,female,,8.0,not too happy,good,routine
60.0,female,,,pretty happy,excellent,exciting
64.0,male,,3.0,pretty happy,fair,exciting
81.0,female,,,not too happy,excellent,exciting
42.0,female,,,not too happy,good,routine
19.0,female,,1.0,pretty happy,poor,
,,,,pretty happy,good,
74.0,male,,,not too happy,fair,routine
62.0,female,,30.0,very happy,good,exciting
40.0,male,,,not too happy,excellent,exciting
46.0,female,,,pretty happy,good,routine
33.0,male,,,very happy,good,routine
62.0,male,,10.0,very happy,excellent,
54.0,male,,30.0,very happy,excellent,exciting
53.0,male,,10.0,pretty happy,excellent,exciting
33.0,female,,3.0,pretty happy,good,exciting
72.0,female,,,pretty happy,fair,routine
35.0,female,,,pretty happy,good,exciting
51.0,female,,,pretty happy,good,
34.0,male,,10.0,pretty happy,good,
73.0,male,,2.0,pretty happy,good,exciting
53.0,female,,6.0,pretty happy,good,routine
75.0,female,,,pretty happy,good,exciting
36.0,female,,,very happy,excellent,exciting
27.0,male,,8.0,pretty happy,excellent,
23.0,female,,0.0,very happy,good,exciting
51.0,female,,1.0,pretty happy,excellent,
29.0,male,,55.0,not too happy,good,exciting
31.0,female,,,not too happy,fair,routine
39.0,male,,3.0,very happy,good,
48.0,male,,,not too happy,excellent,routine
66.0,male,,2.0,pretty happy,good,exciting
63.0,female,,10.0,pretty happy,good,
59.0,female,,2.0,very happy,excellent,exciting
69.0,female,,10.0,pretty happy,fair,routine
,,,,pretty happy,good,routine
60.0,female,,2.0,not too happy,good,
81.0,male,,,pretty happy,good,
,female,,1.0,pretty happy,fair,routine
45.0,female,,15.0,not too happy,good,
,male,,1.0,pretty happy,fair,exciting
57.0,female,,,pretty happy,fair,exciting
43.0,female,,,pretty happy,fair,exciting
37.0,female,,,pretty happy,good,exciting
42.0,female,,40.0,pretty happy,poor,routine
48.0,male,,,very happy,excellent,exciting
22.0,female,,5.0,pretty happy,good,routine
37.0,female,,60.0,pretty happy,good,exciting
48.0,female,,,not too happy,fair,dull
37.0,female,,30.0,not too happy,fair,
67.0,female,,,very happy,good,exciting
38.0,male,,,very happy,good,exciting
88.0,female,,1.0,pretty happy,good,exciting
67.0,male,,2.0,pretty happy,excellent,
55.0,female,,,very happy,good,routine
54.0,female,,,pretty happy,good,routine
72.0,male,,36.0,not too happy,fair,dull
49.0,male,,,not too happy,fair,routine
63.0,female,,,pretty happy,good,dull
63.0,female,,20.0,very happy,excellent,routine
,,,,pretty happy,good,
50.0,male,,10.0,pretty happy,good,exciting
66.0,male,,,not too happy,poor,exciting
39.0,female,,,not too happy,fair,
75.0,male,,12.0,pretty happy,poor,exciting
61.0,female,,,pretty happy,good,exciting
19.0,male,,10.0,very happy,excellent,routine
42.0,female,,20.0,pretty happy,good,routine
47.0,female,,,not too happy,poor,exciting
43.0,male,,8.0,pretty happy,good,
24.0,female,,,very happy,fair,routine
46.0,female,,3.0,pretty happy,good,routine
77.0,female,,,very happy,good,routine
40.0,female,,2.0,not too happy,good,
33.0,male,,30.0,pretty happy,fair,exciting
75.0,male,,5.0,very happy,good,exciting
62.0,male,,5.0,not too happy,good,
53.0,female,,,not too happy,fair,routine
35.0,female,,7.0,very happy,fair,routine
23.0,male,,,pretty happy,fair,exciting
28.0,male,,20.0,pretty happy,good,routine
35.0,female,,,pretty happy,good,routine
,female,,10.0,pretty happy,good,
63.0,female,,1.0,pretty happy,good,routine
26.0,male,,1.0,very happy,excellent,exciting
48.0,male,,6.0,not too happy,good,routine
64.0,male,,,pretty happy,good,exciting
68.0,male,,0.0,not too happy,fair,exciting
,male,,25.0,pretty happy,good,routine
24.0,male,,,not too happy,fair,routine
48.0,male,,,pretty happy,excellent,exciting
40.0,male,,2.0,not too happy,fair,exciting
,male,,,very happy,good,exciting
74.0,female,,,pretty happy,good,
34.0,female,,40.0,pretty happy,fair,
43.0,male,,,pretty happy,excellent,routine
44.0,male,,25.0,pretty happy,excellent,
45.0,female,,2.0,pretty happy,excellent,
65.0,male,,2.0,very happy,good,routine
34.0,female,,30.0,pretty happy,good,
59.0,female,,,pretty happy,good,routine
74.0,female,,,pretty happy,excellent,exciting
,male,,20.0,pretty happy,good,
26.0,male,,,not too happy,good,routine
,female,,,not too happy,fair,routine
54.0,male,,30.0,pretty happy,excellent,
29.0,male,,21.0,pretty happy,good,exciting
75.0,male,,20.0,pretty happy,excellent,
34.0,female,,20.0,very happy,excellent,
70.0,female,,20.0,very happy,excellent,exciting
47.0,male,,,pretty happy,excellent,routine
72.0,female,,15.0,very happy,excellent,exciting
20.0,female,,98.0,not too happy,poor,
73.0,male,,3.0,very happy,good,exciting
36.0,female,,28.0,pretty happy,good,routine
51.0,female,,30.0,pretty happy,good,
24.0,male,,9.0,pretty happy,excellent,
50.0,female,,60.0,pretty happy,excellent,
42.0,male,,,not too happy,fair,routine
85.0,male,,,very happy,good,routine
57.0,female,,14.0,not too happy,fair,routine
67.0,male,,1.0,very happy,excellent,
74.0,female,,7.0,very happy,excellent,
42.0,male,,,pretty happy,excellent,exciting
41.0,male,,,not too happy,poor,exciting
32.0,male,,21.0,pretty happy,good,routine
47.0,female,,9.0,pretty happy,good,
47.0,female,,15.0,pretty happy,fair,
42.0,male,,,very happy,good,exciting
54.0,male,,,pretty happy,fair,routine
75.0,female,,4.0,pretty happy,good,routine
51.0,male,,,pretty happy,good,routine
58.0,female,,10.0,pretty happy,good,
57.0,female,,,pretty happy,good,exciting
42.0,female,,5.0,pretty happy,good,routine
34.0,male,,,pretty happy,excellent,routine
,female,,5.0,pretty happy,fair,
75.0,male,,,pretty happy,good,exciting
59.0,male,,,very happy,good,routine
29.0,male,,14.0,not too happy,poor,dull
57.0,male,,3.0,pretty happy,fair,
29.0,male,,60.0,very happy,excellent,
44.0,female,,,pretty happy,excellent,exciting
71.0,female,,,pretty happy,excellent,exciting
37.0,male,,,pretty happy,good,routine
,,,,pretty happy,excellent,
,male,,,pretty happy,excellent,routine
57.0,male,,2.0,pretty happy,fair,
58.0,female,,10.0,pretty happy,good,dull
22.0,male,,20.0,pretty happy,good,exciting
71.0,female,,30.0,pretty happy,good,
21.0,female,,,pretty happy,good,routine
69.0,male,,5.0,very happy,excellent,exciting
23.0,female,,,not too happy,excellent,exciting
40.0,male,,,pretty happy,excellent,routine
34.0,male,,50.0,pretty happy,good,routine
41.0,female,,10.0,pretty happy,good,
38.0,male,,4.0,very happy,good,exciting
75.0,male,,,very happy,excellent,exciting
66.0,female,,14.0,very happy,excellent,
41.0,male,,40.0,pretty happy,fair,
25.0,female,,,not too happy,good,exciting
45.0,female,,10.0,very happy,good,
73.0,female,,14.0,very happy,excellent,
22.0,female,,0.0,pretty happy,fair,
31.0,female,,,very happy,excellent,exciting
27.0,male,,,not too happy,good,routine
46.0,female,,60.0,pretty happy,fair,
41.0,male,,5.0,pretty happy,good,routine
53.0,female,,1.0,pretty happy,excellent,routine
37.0,male,,25.0,pretty happy,good,
36.0,male,,,not too happy,good,exciting
20.0,female,,3.0,not too happy,excellent,
39.0,female,,40.0,not too happy,fair,routine
47.0,male,,14.0,pretty happy,fair,routine
50.0,female,,,pretty happy,excellent,exciting
70.0,female,,,not too happy,good,routine
60.0,female,,,pretty happy,good,routine
32.0,female,,1.0,not too happy,good,dull
41.0,male,,5.0,pretty happy,good,exciting
26.0,female,,1.0,pretty happy,good,routine
,,,,not too happy,fair,routine
75.0,female,,,pretty happy,fair,routine
,male,,,very happy,good,exciting
49.0,male,,5.0,pretty happy,good,
51.0,female,,,not too happy,fair,dull
,female,,,pretty happy,fair,exciting
59.0,male,,25.0,pretty happy,good,exciting
47.0,male,,14.0,pretty happy,fair,
57.0,female,,3.0,pretty happy,fair,routine
33.0,male,,3.0,pretty happy,excellent,exciting
88.0,male,,,not too happy,good,routine
73.0,male,,1.0,not too happy,good,exciting
53.0,male,,3.0,very happy,excellent,exciting
32.0,male,,,pretty happy,fair,routine
59.0,male,,,not too happy,fair,routine
30.0,male,,26.0,pretty happy,good,
76.0,male,,,not too happy,good,exciting
48.0,female,,4.0,pretty happy,fair,exciting
73.0,male,,13.0,pretty happy,good,
47.0,female,,,very happy,excellent,exciting
80.0,male,,25.0,pretty happy,good,routine
59.0,female,,5.0,very happy,good,
63.0,female,,7.0,not too happy,good,
51.0,male,,20.0,pretty happy,good,routine
71.0,male,,7.0,not too happy,fair,
77.0,male,,,very happy,good,routine
32.0,female,,,not too happy,good,routine
33.0,female,,12.0,pretty happy,good,
30.0,female,,,not too happy,excellent,exciting
50.0,male,,5.0,very happy,good,
39.0,female,,13.0,not too happy,good,routine
35.0,female,,20.0,not too happy,fair,
57.0,female,,,pretty happy,good,routine
60.0,female,,9.0,pretty happy,fair,exciting
61.0,female,,,pretty happy,fair,
84.0,female,,1.0,pretty happy,excellent,
68.0,male,,25.0,pretty happy,good,
62.0,female,,40.0,pretty happy,fair,
54.0,male,,50.0,pretty happy,good,
,male,,,pretty happy,good,exciting
48.0,male,,10.0,pretty happy,good,
32.0,female,,10.0,not too happy,good,
38.0,male,,25.0,pretty happy,excellent,exciting
76.0,female,,,pretty happy,fair,routine
27.0,male,,,not too happy,good,exciting
76.0,female,,5.0,pretty happy,good,routine
26.0,female,,,pretty happy,good,routine
44.0,female,,6.0,pretty happy,poor,exciting
67.0,male,,8.0,very happy,excellent,exciting
46.0,female,,5.0,pretty happy,excellent,exciting
69.0,female,,32.0,very happy,good,exciting
41.0,female,,,very happy,excellent,exciting
54.0,female,,2.0,,fair,
61.0,female,,,pretty happy,good,exciting
48.0,female,,,not too happy,good,routine
58.0,female,,5.0,pretty happy,poor,
69.0,female,,20.0,very happy,good,
72.0,male,,,pretty happy,good,
40.0,male,,20.0,very happy,excellent,
24.0,female,,,not too happy,good,exciting
33.0,male,,,not too happy,good,routine
50.0,female,,3.0,very happy,good,exciting
40.0,,,7.0,pretty happy,poor,
63.0,male,,,not too happy,good,routine
30.0,female,,,pretty happy,good,routine
59.0,female,,20.0,pretty happy,excellent,
36.0,female,,60.0,very happy,excellent,
83.0,female,,,not too happy,fair,routine
74.0,female,,,pretty happy,good,exciting
44.0,male,,,very happy,good,routine
43.0,female,,10.0,pretty happy,fair,routine
51.0,female,,,very happy,good,exciting
24.0,female,,46.0,not too happy,excellent,
68.0,male,,20.0,pretty happy,fair,exciting
64.0,male,,100.0,pretty happy,good,exciting
37.0,male,,,not too happy,good,routine
33.0,female,,,very happy,excellent,exciting
36.0,female,,,pretty happy,fair,routine
32.0,male,,5.0,pretty happy,fair,exciting
37.0,male,,6.0,very happy,excellent,dull
24.0,female,,40.0,very happy,excellent,exciting
