age,sex,webhltbeh,wwwhr,happy,health,life
27.0,male,,10.0,pretty happy,excellent,exciting
22.0,male,,30.0,very happy,excellent,
53.0,female,,6.0,pretty happy,good,exciting
77.0,male,,5.0,pretty happy,fair,routine
23.0,female,,10.0,very happy,good,
30.0,male,,10.0,not too happy,excellent,
36.0,female,,10.0,pretty happy,fair,
28.0,male,,35.0,pretty happy,good,routine
45.0,female,,,pretty happy,good,routine
55.0,female,,,not too happy,good,exciting
80.0,female,,0.0,not too happy,good,
32.0,male,,20.0,pretty happy,good,
45.0,female,,,pretty happy,good,exciting
41.0,,,,very happy,excellent,routine
42.0,female,,3.0,pretty happy,good,exciting
,female,,16.0,not too happy,good,
62.0,male,,,pretty happy,good,exciting
28.0,male,,,not too happy,good,exciting
39.0,male,,,not too happy,good,
41.0,female,,,not too happy,good,routine
25.0,male,,6.0,pretty happy,fair,
39.0,male,,,pretty happy,good,routine
82.0,male,,8.0,very happy,good,
19.0,female,,,pretty happy,excellent,exciting
67.0,female,,7.0,pretty happy,good,
33.0,male,,,pretty happy,good,routine
56.0,female,,10.0,pretty happy,good,
24.0,male,,2.0,not too happy,fair,
69.0,female,,2.0,pretty happy,fair,routine
55.0,female,,10.0,not too happy,good,routine
33.0,female,,,not too happy,excellent,exciting
22.0,male,,57.0,pretty happy,good,
89.0,male,,,pretty happy,fair,routine
40.0,male,,40.0,not too happy,excellent,routine
54.0,female,,3.0,pretty happy,good,
57.0,female,,1.0,very happy,excellent,
20.0,female,,20.0,pretty happy,good,
49.0,female,,,not too happy,excellent,routine
69.0,female,,7.0,very happy,excellent,
62.0,female,,,very happy,excellent,
66.0,female,,,pretty happy,good,exciting
61.0,female,,2.0,not too happy,poor,dull
49.0,female,,,very happy,good,exciting
71.0,male,,30.0,not too happy,poor,routine
64.0,female,,10.0,very happy,good,
57.0,male,,,pretty happy,good,routine
,female,,1.0,not too happy,good,
47.0,female,,,pretty happy,fair,routine
32.0,male,,10.0,pretty happy,fair,
56.0,female,,3.0,pretty happy,fair,
23.0,male,,,pretty happy,good,routine
34.0,male,,,pretty happy,fair,exciting
46.0,male,,10.0,very happy,good,
44.0,female,,5.0,not too happy,fair,routine
38.0,female,,,not too happy,good,exciting
39.0,female,,4.0,very happy,good,
69.0,male,,11.0,very happy,good,routine
71.0,female,,,pretty happy,good,routine
,,,,very happy,good,
34.0,male,,8.0,pretty happy,good,routine
74.0,male,,40.0,very happy,excellent,
57.0,female,,20.0,very happy,good,
,male,,,pretty happy,excellent,routine
42.0,male,,,not too happy,excellent,routine
52.0,male,,,pretty happy,good,routine
79.0,male,,8.0,not too happy,good,exciting
40.0,female,,12.0,not too happy,excellent,
89.0,female,,,pretty happy,fair,routine
61.0,male,,15.0,pretty happy,fair,
74.0,female,,,not too happy,fair,dull
64.0,male,,10.0,pretty happy,good,
63.0,female,,7.0,pretty happy,excellent,routine
38.0,male,,15.0,pretty happy,good,
55.0,female,,,very happy,excellent,exciting
,female,,12.0,very happy,good,exciting
75.0,male,,,pretty happy,excellent,routine
71.0,female,,5.0,pretty happy,good,exciting
66.0,male,,10.0,pretty happy,good,
28.0,male,,,pretty happy,excellent,exciting
,male,,2.0,very happy,excellent,
23.0,female,,6.0,pretty happy,excellent,routine
66.0,female,,4.0,pretty happy,excellent,
41.0,female,,9.0,pretty happy,good,routine
71.0,female,,,not too happy,good,exciting
34.0,female,,3.0,not too happy,good,routine
70.0,male,,,not too happy,good,exciting
82.0,female,,,pretty happy,good,routine
32.0,male,,10.0,pretty happy,excellent,
42.0,female,,,pretty happy,good,dull
55.0,male,,2.0,pretty happy,excellent,exciting
82.0,female,,1.0,pretty happy,good,
41.0,male,,30.0,pretty happy,excellent,exciting
63.0,female,,,very happy,good,routine
63.0,male,,35.0,pretty happy,good,
61.0,female,,,pretty happy,fair,exciting
56.0,male,,5.0,very happy,good,
67.0,male,,7.0,pretty happy,fair,exciting
35.0,male,,,very happy,good,exciting
64.0,male,,50.0,not too happy,good,dull
30.0,male,,7.0,not too happy,fair,routine
,,,,pretty happy,good,
39.0,female,,1.0,pretty happy,good,
21.0,female,,,pretty happy,excellent,routine
63.0,female,,0.0,pretty happy,poor,
70.0,female,,,pretty happy,good,routine
56.0,female,,,very happy,excellent,routine
40.0,male,,,very happy,good,exciting
34.0,female,,12.0,pretty happy,good,
70.0,female,,,very happy,excellent,routine
,,,,pretty happy,good,
69.0,male,,3.0,pretty happy,excellent,exciting
32.0,female,,1.0,pretty happy,excellent,
59.0,female,,5.0,pretty happy,excellent,exciting
63.0,female,,,pretty happy,good,exciting
73.0,female,,12.0,pretty happy,good,routine
64.0,male,,1.0,pretty happy,good,routine
57.0,female,,,pretty happy,fair,
60.0,male,,,not too happy,good,routine
75.0,male,,3.0,pretty happy,good,
67.0,female,,35.0,pretty happy,fair,exciting
73.0,male,,,pretty happy,good,routine
56.0,female,,20.0,pretty happy,fair,
24.0,female,,56.0,pretty happy,good,
54.0,male,,35.0,pretty happy,excellent,exciting
56.0,female,,,very happy,excellent,exciting
29.0,female,,10.0,not too happy,fair,
61.0,female,,10.0,pretty happy,excellent,
60.0,female,,14.0,pretty happy,excellent,
34.0,male,,,pretty happy,fair,
40.0,female,,3.0,very happy,good,exciting
32.0,female,,,pretty happy,good,routine
28.0,male,,40.0,not too happy,good,routine
69.0,female,,3.0,pretty happy,excellent,
23.0,female,,4.0,not too happy,good,dull
52.0,male,,,not too happy,fair,routine
27.0,male,,60.0,very happy,excellent,
70.0,female,,,not too happy,fair,routine
,female,,10.0,not too happy,poor,routine
,female,,,pretty happy,good,exciting
63.0,female,,,pretty happy,good,exciting
70.0,female,,14.0,pretty happy,excellent,
74.0,male,,6.0,very happy,excellent,
61.0,female,,10.0,very happy,good,
59.0,male,,3.0,pretty happy,good,
38.0,female,,5.0,pretty happy,good,
80.0,male,,1.0,very happy,good,exciting
26.0,male,,30.0,pretty happy,good,exciting
35.0,male,,35.0,pretty happy,good,
32.0,male,,,pretty happy,good,routine
50.0,male,,20.0,not too happy,poor,
37.0,female,,20.0,not too happy,good,exciting
,female,,40.0,not too happy,excellent,
81.0,female,,,pretty happy,good,routine
68.0,female,,,pretty happy,excellent,exciting
56.0,male,,,pretty happy,good,routine
,,,,pretty happy,fair,
24.0,male,,,pretty happy,good,routine
80.0,male,,20.0,very happy,good,
42.0,male,,20.0,pretty happy,fair,
32.0,male,,40.0,not too happy,fair,
31.0,female,,,pretty happy,good,routine
,female,,12.0,pretty happy,good,routine
78.0,male,,,pretty happy,good,routine
58.0,female,,56.0,pretty happy,fair,
23.0,male,,,not too happy,good,routine
65.0,female,,20.0,pretty happy,good,exciting
,male,,,not too happy,excellent,dull
65.0,male,,25.0,very happy,excellent,
72.0,male,,20.0,not too happy,poor,
64.0,male,,12.0,not too happy,good,
23.0,female,,20.0,very happy,good,
62.0,female,,,pretty happy,good,routine
59.0,female,,14.0,not too happy,excellent,
29.0,male,,60.0,pretty happy,good,
37.0,female,,5.0,pretty happy,excellent,
65.0,female,,,pretty happy,fair,exciting
72.0,male,,,pretty happy,excellent,
31.0,female,,2.0,not too happy,good,routine
34.0,male,,6.0,pretty happy,good,routine
34.0,male,,30.0,pretty happy,good,routine
70.0,female,,,pretty happy,fair,routine
43.0,male,,68.0,pretty happy,good,
65.0,female,,25.0,not too happy,good,
,female,,1.0,pretty happy,good,
24.0,female,,30.0,not too happy,good,routine
28.0,female,,30.0,pretty happy,fair,
37.0,female,,,very happy,poor,exciting
68.0,male,,,very happy,excellent,exciting
72.0,female,,,pretty happy,good,exciting
60.0,male,,,pretty happy,good,exciting
31.0,male,,8.0,pretty happy,good,
47.0,female,,,very happy,excellent,routine
63.0,female,,,pretty happy,fair,
46.0,male,,,pretty happy,good,routine
76.0,male,,20.0,pretty happy,good,
40.0,male,,98.0,not too happy,excellent,dull
84.0,male,,8.0,pretty happy,fair,
,female,,,pretty happy,good,
67.0,female,,0.0,pretty happy,excellent,
39.0,female,,1.0,not too happy,poor,exciting
70.0,female,,,pretty happy,fair,routine
68.0,female,,7.0,very happy,excellent,exciting
58.0,female,,0.0,very happy,poor,exciting
69.0,male,,,very happy,excellent,exciting
39.0,male,,20.0,pretty happy,good,
83.0,female,,1.0,very happy,good,exciting
60.0,female,,,not too happy,good,routine
44.0,male,,,pretty happy,good,exciting
46.0,male,,5.0,very happy,good,
38.0,female,,,pretty happy,fair,routine
59.0,male,,15.0,pretty happy,good,
26.0,female,,,pretty happy,good,exciting
42.0,male,,,not too happy,good,routine
,female,,3.0,not too happy,good,
77.0,male,,8.0,pretty happy,fair,exciting
69.0,female,,,not too happy,good,routine
55.0,female,,,pretty happy,good,routine
62.0,male,,20.0,pretty happy,excellent,
26.0,male,,2.0,very happy,excellent,exciting
74.0,female,,4.0,pretty happy,fair,exciting
,female,,,pretty happy,good,
,female,,20.0,pretty happy,good,
68.0,female,,,pretty happy,fair,
68.0,female,,6.0,very happy,good,
83.0,female,,,pretty happy,good,exciting
74.0,male,,,not too happy,poor,exciting
32.0,female,,5.0,pretty happy,good,routine
55.0,female,,10.0,pretty happy,good,routine
79.0,female,,,pretty happy,excellent,routine
67.0,female,,4.0,pretty happy,good,routine
46.0,male,,12.0,pretty happy,excellent,
40.0,male,,40.0,very happy,excellent,exciting
30.0,male,,,very happy,excellent,exciting
66.0,male,,7.0,very happy,excellent,routine
28.0,female,,,very happy,excellent,routine
55.0,female,,20.0,pretty happy,good,routine
50.0,female,,2.0,not too happy,good,
22.0,female,,,pretty happy,excellent,exciting
69.0,female,,0.0,pretty happy,good,
38.0,female,,3.0,very happy,good,
56.0,male,,,very happy,excellent,routine
49.0,male,,,pretty happy,good,exciting
34.0,female,,3.0,very happy,fair,routine
51.0,female,,25.0,not too happy,good,routine
58.0,male,,6.0,pretty happy,good,routine
75.0,female,,0.0,pretty happy,good,
37.0,male,,,very happy,good,routine
40.0,male,,40.0,very happy,good,exciting
,female,,7.0,pretty happy,poor,dull
36.0,female,,,pretty happy,good,routine
36.0,female,,,pretty happy,fair,routine
66.0,male,,21.0,pretty happy,good,exciting
45.0,female,,,pretty happy,good,routine
78.0,female,,15.0,pretty happy,excellent,
65.0,male,,2.0,pretty happy,good,exciting
35.0,female,,,pretty happy,good,exciting
,female,,,very happy,excellent,exciting
29.0,female,,,pretty happy,good,routine
,female,,5.0,pretty happy,excellent,routine
58.0,male,,15.0,pretty happy,good,
19.0,female,,,very happy,excellent,
70.0,male,,40.0,pretty happy,fair,routine
62.0,female,,,pretty happy,good,routine
65.0,female,,,very happy,excellent,exciting
,male,,,pretty happy,fair,routine
74.0,female,,7.0,pretty happy,excellent,
40.0,male,,10.0,pretty happy,good,
55.0,female,,,pretty happy,good,routine
,male,,21.0,not too happy,good,
57.0,female,,12.0,not too happy,poor,routine
86.0,male,,0.0,pretty happy,good,
74.0,male,,2.0,pretty happy,excellent,routine
48.0,female,,,pretty happy,good,exciting
32.0,male,,,pretty happy,good,routine
67.0,male,,0.0,pretty happy,fair,
79.0,male,,9.0,very happy,good,exciting
65.0,female,,1.0,pretty happy,excellent,
70.0,male,,4.0,not too happy,fair,dull
81.0,female,,7.0,not too happy,fair,routine
73.0,male,,2.0,not too happy,good,
74.0,male,,6.0,very happy,good,exciting
27.0,male,,,pretty happy,good,routine
31.0,female,,3.0,not too happy,fair,
26.0,male,,1.0,not too happy,fair,routine
58.0,female,,15.0,pretty happy,excellent,exciting
49.0,female,,80.0,pretty happy,good,routine
39.0,male,,0.0,not too happy,excellent,
41.0,male,,20.0,pretty happy,good,routine
67.0,female,,7.0,pretty happy,good,
30.0,female,,6.0,pretty happy,good,
,female,,6.0,pretty happy,fair,
43.0,female,,40.0,pretty happy,excellent,routine
64.0,female,,,not too happy,fair,exciting
,female,,20.0,pretty happy,good,routine
83.0,male,,2.0,pretty happy,good,routine
40.0,female,,5.0,very happy,fair,exciting
51.0,female,,5.0,pretty happy,good,
79.0,male,,,pretty happy,good,exciting
69.0,male,,60.0,pretty happy,fair,routine
68.0,male,,,pretty happy,good,routine
36.0,female,,6.0,very happy,excellent,
33.0,female,,,very happy,good,routine
64.0,female,,5.0,pretty happy,excellent,routine
80.0,female,,,pretty happy,fair,
75.0,male,,6.0,pretty happy,fair,routine
75.0,female,,5.0,very happy,good,
20.0,female,,,pretty happy,excellent,routine
,male,,14.0,not too happy,excellent,
51.0,female,,8.0,pretty happy,good,routine
66.0,female,,25.0,pretty happy,good,exciting
37.0,female,,,pretty happy,good,routine
42.0,female,,4.0,pretty happy,good,
,,,,very happy,fair,
46.0,female,,30.0,not too happy,fair,
26.0,male,,40.0,not too happy,good,
64.0,female,,21.0,pretty happy,fair,exciting
45.0,female,,40.0,not too happy,good,routine
67.0,female,,,not too happy,good,dull
47.0,female,,8.0,pretty happy,good,dull
77.0,male,,,very happy,excellent,exciting
83.0,male,,10.0,pretty happy,excellent,exciting
79.0,male,,,very happy,good,routine
,male,,3.0,not too happy,good,
62.0,female,,1.0,pretty happy,fair,
31.0,female,,4.0,pretty happy,good,routine
63.0,female,,,not too happy,good,exciting
33.0,male,,,not too happy,good,routine
32.0,female,,,pretty happy,good,
67.0,female,,,pretty happy,excellent,routine
45.0,female,,6.0,very happy,good,exciting
55.0,female,,,not too happy,good,exciting
43.0,male,,10.0,pretty happy,good,routine
58.0,male,,10.0,pretty happy,fair,
67.0,female,,5.0,pretty happy,good,
39.0,male,,,pretty happy,excellent,exciting
71.0,male,,6.0,pretty happy,fair,exciting
28.0,male,,0.0,not too happy,excellent,
47.0,female,,,pretty happy,good,routine
,male,,,pretty happy,good,
63.0,female,,15.0,pretty happy,good,routine
57.0,male,,40.0,pretty happy,good,
34.0,male,,3.0,pretty happy,fair,
69.0,male,,6.0,pretty happy,good,exciting
29.0,female,,90.0,pretty happy,good,
26.0,male,,,not too happy,fair,dull
54.0,male,,7.0,pretty happy,good,
68.0,female,,0.0,pretty happy,good,
48.0,female,,8.0,pretty happy,good,routine
44.0,female,,8.0,pretty happy,poor,
57.0,female,,25.0,pretty happy,good,routine
62.0,female,,6.0,pretty happy,fair,
49.0,female,,2.0,pretty happy,good,routine
70.0,male,,,very happy,good,exciting
86.0,female,,0.0,very happy,good,
,female,,5.0,not too happy,good,
38.0,female,,,,excellent,
55.0,female,,9.0,not too happy,poor,routine
76.0,male,,,pretty happy,poor,routine
49.0,female,,1.0,pretty happy,good,
,female,,,not too happy,fair,dull
56.0,female,,1.0,pretty happy,good,exciting
48.0,male,,40.0,pretty happy,good,routine
60.0,female,,70.0,pretty happy,good,
45.0,female,,,not too happy,fair,exciting
61.0,female,,1.0,not too happy,poor,routine
,,,,pretty happy,good,exciting
56.0,male,,,pretty happy,good,exciting
25.0,female,,,very happy,good,routine
49.0,female,,40.0,pretty happy,good,exciting
33.0,female,,8.0,pretty happy,good,
42.0,female,,,pretty happy,fair,exciting
69.0,male,,14.0,pretty happy,excellent,
75.0,female,,2.0,pretty happy,excellent,
56.0,female,,,pretty happy,excellent,routine
69.0,male,,3.0,pretty happy,good,routine
58.0,female,,40.0,not too happy,good,
62.0,male,,5.0,pretty happy,good,
63.0,female,,2.0,not too happy,good,routine
,female,,10.0,pretty happy,good,exciting
75.0,female,,,not too happy,good,routine
42.0,male,,,not too happy,fair,routine
46.0,male,,,not too happy,good,routine
43.0,female,,20.0,very happy,fair,
53.0,female,,3.0,not too happy,good,
,,,,pretty happy,fair,
74.0,male,,15.0,pretty happy,excellent,exciting
34.0,female,,8.0,pretty happy,good,routine
36.0,female,,,pretty happy,good,routine
69.0,female,,,not too happy,fair,routine
74.0,male,,14.0,very happy,excellent,exciting
50.0,male,,,very happy,good,
46.0,female,,20.0,pretty happy,fair,
44.0,female,,4.0,pretty happy,fair,routine
63.0,female,,,pretty happy,poor,routine
56.0,female,,10.0,very happy,excellent,exciting
41.0,male,,7.0,pretty happy,good,
70.0,male,,25.0,not too happy,excellent,
31.0,female,,60.0,pretty happy,good,routine
66.0,female,,5.0,pretty happy,good,
71.0,male,,3.0,pretty happy,good,routine
34.0,female,,84.0,not too happy,good,
86.0,male,,,not too happy,fair,exciting
40.0,female,,3.0,pretty happy,good,routine
53.0,male,,5.0,pretty happy,fair,
57.0,male,,5.0,pretty happy,excellent,
77.0,female,,,not too happy,good,routine
53.0,male,,8.0,pretty happy,good,
59.0,female,,40.0,not too happy,fair,
42.0,male,,4.0,pretty happy,good,
39.0,female,,50.0,pretty happy,good,
34.0,female,,,pretty happy,excellent,routine
66.0,male,,10.0,not too happy,poor,routine
,male,,2.0,pretty happy,good,
33.0,female,,10.0,pretty happy,good,exciting
62.0,male,,,pretty happy,good,
23.0,female,,,not too happy,excellent,routine
65.0,female,,25.0,very happy,good,
50.0,female,,3.0,not too happy,good,exciting
51.0,male,,1.0,very happy,good,
,,,,pretty happy,good,routine
52.0,female,,10.0,pretty happy,good,exciting
57.0,male,,25.0,pretty happy,good,exciting
24.0,male,,20.0,not too happy,good,routine
,male,,,pretty happy,excellent,exciting
70.0,male,,25.0,very happy,excellent,
65.0,female,,,very happy,excellent,exciting
49.0,male,,35.0,pretty happy,good,exciting
26.0,female,,,pretty happy,excellent,routine
34.0,female,,35.0,pretty happy,good,routine
27.0,female,,,not too happy,good,routine
22.0,female,,,pretty happy,good,routine
52.0,male,,2.0,very happy,good,routine
34.0,female,,,,good,routine
,,,4.0,pretty happy,fair,
65.0,female,,,pretty happy,fair,dull
65.0,male,,15.0,not too happy,poor,
20.0,male,,5.0,pretty happy,good,
62.0,male,,,very happy,excellent,exciting
41.0,male,,25.0,not too happy,good,
43.0,male,,,very happy,good,routine
64.0,male,,,pretty happy,good,routine
35.0,male,,40.0,pretty happy,good,
57.0,female,,,pretty happy,good,exciting
20.0,male,,4.0,pretty happy,good,exciting
30.0,female,,,very happy,good,exciting
30.0,male,,10.0,pretty happy,good,exciting
38.0,female,,,very happy,good,routine
63.0,female,,20.0,not too happy,good,
77.0,male,,7.0,pretty happy,fair,
28.0,male,,65.0,not too happy,excellent,
35.0,female,,,not too happy,fair,
,,,,very happy,poor,routine
59.0,female,,3.0,very happy,good,exciting
